# BHAC15 tracks for low mass stars (0.07 Msun to 1.4 Msun)
#
# L/Ls: log L/Lsun
# g: log g
# R/Rs : R/Rsun
# Li/Li0: ratio of surface lithium abundance to initial abundance
#
#------------------------------------------------------------
# M/Ms    log t(yr)  Teff      L/Ls    g    R/Rs   Li/Li0
#------------------------------------------------------------
 0.200     7.925     3274.   -2.090  4.843  0.280  0.000  
 0.200     7.932     3274.   -2.095  4.848  0.279  0.000  
 0.200     7.939     3274.   -2.100  4.852  0.277  0.000  
 0.200     7.954     3273.   -2.109  4.861  0.275  0.000  
 0.200     7.961     3273.   -2.114  4.866  0.273  0.000  
 0.200     7.976     3273.   -2.123  4.875  0.270  0.000  
 0.200     7.983     3273.   -2.128  4.880  0.269  0.000  
 0.200     7.991     3272.   -2.132  4.884  0.267  0.000  
 0.200     8.006     3272.   -2.142  4.893  0.265  0.000  
 0.200     8.013     3272.   -2.146  4.898  0.263  0.000  
 0.200     8.021     3271.   -2.151  4.902  0.262  0.000  
 0.200     8.037     3271.   -2.160  4.911  0.259  0.000  
 0.200     8.044     3271.   -2.165  4.916  0.258  0.000  
 0.200     8.052     3271.   -2.170  4.920  0.257  0.000  
 0.200     8.060     3270.   -2.174  4.925  0.255  0.000  
 0.200     8.076     3270.   -2.183  4.934  0.253  0.000  
 0.200     8.085     3270.   -2.188  4.938  0.251  0.000  
 0.200     8.093     3269.   -2.193  4.943  0.250  0.000  
 0.200     8.101     3269.   -2.197  4.947  0.249  0.000  
 0.200     8.110     3269.   -2.202  4.952  0.247  0.000  
 0.200     8.127     3269.   -2.211  4.961  0.245  0.000  
 0.200     8.136     3269.   -2.216  4.965  0.244  0.000  
 0.200     8.145     3268.   -2.220  4.970  0.242  0.000  
 0.200     8.155     3268.   -2.225  4.974  0.241  0.000  
 0.200     8.164     3268.   -2.229  4.979  0.240  0.000  
 0.200     8.174     3268.   -2.234  4.983  0.239  0.000  
 0.200     8.184     3268.   -2.238  4.988  0.237  0.000  
 0.200     8.194     3267.   -2.243  4.992  0.236  0.000  
 0.200     8.204     3267.   -2.247  4.996  0.235  0.000  
 0.200     8.215     3267.   -2.252  5.001  0.234  0.000  
 0.200     8.226     3267.   -2.256  5.005  0.233  0.000  
 0.200     8.237     3266.   -2.261  5.010  0.231  0.000  
 0.200     8.249     3266.   -2.266  5.014  0.230  0.000  
 0.200     8.261     3265.   -2.270  5.018  0.229  0.000  
 0.200     8.273     3265.   -2.274  5.022  0.228  0.000  
 0.200     8.285     3265.   -2.278  5.025  0.227  0.000  
 0.200     8.296     3264.   -2.281  5.029  0.226  0.000  
 0.200     8.307     3264.   -2.285  5.032  0.226  0.000  
 0.200     8.318     3264.   -2.288  5.035  0.225  0.000  
 0.200     8.329     3263.   -2.291  5.038  0.224  0.000  
 0.200     8.340     3263.   -2.293  5.040  0.223  0.000  
 0.200     8.351     3263.   -2.296  5.043  0.223  0.000  
 0.200     8.361     3263.   -2.298  5.045  0.222  0.000  
 0.200     8.372     3262.   -2.300  5.047  0.222  0.000  
 0.200     8.382     3262.   -2.302  5.048  0.221  0.000  
 0.200     8.392     3262.   -2.304  5.050  0.221  0.000  
 0.200     8.401     3262.   -2.305  5.052  0.221  0.000  
 0.200     8.411     3262.   -2.307  5.053  0.220  0.000  
 0.200     8.421     3262.   -2.308  5.054  0.220  0.000  
 0.200     8.430     3262.   -2.310  5.056  0.220  0.000  
 0.200     8.439     3261.   -2.311  5.057  0.219  0.000  
 0.200     8.448     3261.   -2.312  5.058  0.219  0.000  
 0.200     8.459     3261.   -2.313  5.059  0.219  0.000  
 0.200     8.471     3261.   -2.314  5.060  0.219  0.000  
 0.200     8.485     3261.   -2.315  5.061  0.218  0.000  
 0.200     8.502     3261.   -2.316  5.062  0.218  0.000  
 0.200     8.521     3261.   -2.317  5.063  0.218  0.000  
 0.200     8.543     3261.   -2.318  5.064  0.217  0.000  
 0.200     8.568     3261.   -2.319  5.065  0.217  0.000  
 0.200     8.596     3260.   -2.320  5.065  0.217  0.000  
 0.200     8.627     3260.   -2.320  5.066  0.217  0.000  
 0.200     8.659     3260.   -2.321  5.066  0.217  0.000  
 0.200     8.688     3260.   -2.321  5.066  0.217  0.000  
 0.200     8.715     3260.   -2.321  5.066  0.217  0.000  
 0.200     8.741     3260.   -2.321  5.066  0.217  0.000  
 0.200     8.765     3260.   -2.321  5.067  0.217  0.000  
 0.200     8.788     3260.   -2.321  5.067  0.217  0.000  
 0.200     8.810     3260.   -2.321  5.067  0.217  0.000  
 0.200     8.831     3260.   -2.321  5.067  0.217  0.000  
 0.200     8.851     3260.   -2.321  5.067  0.217  0.000  
 0.200     8.870     3260.   -2.321  5.067  0.217  0.000  
 0.200     8.888     3260.   -2.321  5.067  0.217  0.000  
 0.200     8.905     3260.   -2.321  5.067  0.217  0.000  
 0.200     8.922     3260.   -2.321  5.067  0.217  0.000  
 0.200     8.938     3260.   -2.321  5.067  0.217  0.000  
 0.200     8.954     3260.   -2.321  5.067  0.217  0.000  
 0.200     8.969     3261.   -2.321  5.067  0.217  0.000  
 0.200     8.984     3261.   -2.321  5.067  0.217  0.000  
 0.200     8.998     3261.   -2.321  5.067  0.217  0.000  
 0.200     9.011     3261.   -2.321  5.067  0.217  0.000  
 0.200     9.024     3261.   -2.321  5.066  0.217  0.000  
 0.200     9.037     3261.   -2.321  5.066  0.217  0.000  
 0.200     9.050     3261.   -2.321  5.066  0.217  0.000  
 0.200     9.062     3261.   -2.321  5.066  0.217  0.000  
 0.200     9.074     3261.   -2.321  5.066  0.217  0.000  
 0.200     9.085     3261.   -2.321  5.066  0.217  0.000  
 0.200     9.096     3261.   -2.321  5.066  0.217  0.000  
 0.200     9.107     3261.   -2.321  5.066  0.217  0.000  
 0.200     9.118     3261.   -2.321  5.066  0.217  0.000  
 0.200     9.128     3261.   -2.321  5.066  0.217  0.000  
 0.200     9.138     3261.   -2.321  5.066  0.217  0.000  
 0.200     9.148     3261.   -2.321  5.066  0.217  0.000  
 0.200     9.158     3261.   -2.321  5.066  0.217  0.000  
 0.200     9.167     3261.   -2.321  5.066  0.217  0.000  
 0.200     9.177     3261.   -2.321  5.066  0.217  0.000  
 0.200     9.186     3261.   -2.321  5.066  0.217  0.000  
 0.200     9.194     3261.   -2.321  5.066  0.217  0.000  
 0.200     9.203     3261.   -2.321  5.066  0.217  0.000  
 0.200     9.212     3261.   -2.321  5.066  0.217  0.000  
 0.200     9.220     3261.   -2.321  5.066  0.217  0.000  
 0.200     9.228     3261.   -2.321  5.066  0.217  0.000  
 0.200     9.236     3261.   -2.321  5.066  0.217  0.000  
 0.200     9.244     3261.   -2.321  5.066  0.217  0.000  
 0.200     9.252     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.260     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.267     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.275     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.282     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.289     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.296     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.303     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.310     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.316     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.323     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.329     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.336     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.342     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.348     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.354     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.361     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.366     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.372     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.378     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.384     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.390     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.395     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.401     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.406     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.411     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.417     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.422     3261.   -2.320  5.066  0.217  0.000  
 0.200     9.427     3261.   -2.320  5.065  0.217  0.000  
 0.200     9.432     3261.   -2.320  5.065  0.217  0.000  
 0.200     9.437     3261.   -2.320  5.065  0.217  0.000  
 0.200     9.442     3261.   -2.320  5.065  0.217  0.000  
 0.200     9.447     3261.   -2.320  5.065  0.217  0.000  
 0.200     9.452     3261.   -2.319  5.065  0.217  0.000  
 0.200     9.457     3261.   -2.319  5.065  0.217  0.000  
 0.200     9.462     3261.   -2.319  5.065  0.217  0.000  
 0.200     9.466     3261.   -2.319  5.065  0.217  0.000  
 0.200     9.471     3261.   -2.319  5.065  0.217  0.000  
 0.200     9.476     3261.   -2.319  5.065  0.217  0.000  
 0.200     9.480     3261.   -2.319  5.065  0.217  0.000  
 0.200     9.485     3261.   -2.319  5.065  0.217  0.000  
 0.200     9.489     3261.   -2.319  5.065  0.217  0.000  
 0.200     9.494     3261.   -2.319  5.065  0.217  0.000  
 0.200     9.498     3261.   -2.319  5.065  0.217  0.000  
 0.200     9.503     3261.   -2.319  5.065  0.217  0.000  
 0.200     9.507     3261.   -2.319  5.065  0.217  0.000  
 0.200     9.511     3261.   -2.319  5.065  0.217  0.000  
 0.200     9.515     3261.   -2.319  5.065  0.217  0.000  
 0.200     9.520     3261.   -2.319  5.065  0.217  0.000  
 0.200     9.524     3261.   -2.319  5.065  0.217  0.000  
 0.200     9.528     3261.   -2.319  5.065  0.217  0.000  
 0.200     9.532     3262.   -2.319  5.065  0.217  0.000  
 0.200     9.536     3262.   -2.319  5.065  0.217  0.000  
 0.200     9.540     3262.   -2.319  5.065  0.217  0.000  
 0.200     9.544     3262.   -2.319  5.065  0.217  0.000  
 0.200     9.548     3262.   -2.319  5.065  0.217  0.000  
 0.200     9.552     3262.   -2.319  5.065  0.217  0.000  
 0.200     9.555     3262.   -2.319  5.065  0.217  0.000  
 0.200     9.559     3262.   -2.318  5.065  0.217  0.000  
 0.200     9.563     3262.   -2.318  5.064  0.217  0.000  
 0.200     9.567     3262.   -2.318  5.064  0.217  0.000  
 0.200     9.571     3262.   -2.318  5.064  0.217  0.000  
 0.200     9.574     3262.   -2.318  5.064  0.217  0.000  
 0.200     9.581     3262.   -2.318  5.064  0.217  0.000  
 0.200     9.592     3262.   -2.318  5.064  0.217  0.000  
 0.200     9.599     3262.   -2.318  5.064  0.217  0.000  
 0.200     9.609     3262.   -2.318  5.064  0.217  0.000  
 0.200     9.619     3262.   -2.318  5.064  0.217  0.000  
 0.200     9.629     3262.   -2.318  5.064  0.217  0.000  
 0.200     9.642     3262.   -2.317  5.064  0.218  0.000  
 0.200     9.651     3262.   -2.317  5.063  0.218  0.000  
 0.200     9.660     3262.   -2.317  5.063  0.218  0.000  
 0.200     9.669     3262.   -2.317  5.063  0.218  0.000  
 0.200     9.681     3262.   -2.317  5.063  0.218  0.000  
 0.200     9.689     3262.   -2.317  5.063  0.218  0.000  
 0.200     9.701     3262.   -2.316  5.063  0.218  0.000  
 0.200     9.711     3262.   -2.316  5.063  0.218  0.000  
 0.200     9.719     3262.   -2.316  5.062  0.218  0.000  
 0.200     9.730     3262.   -2.316  5.062  0.218  0.000  
 0.200     9.740     3262.   -2.316  5.062  0.218  0.000  
 0.200     9.750     3262.   -2.315  5.062  0.218  0.000  
 0.200     9.759     3263.   -2.315  5.062  0.218  0.000  
 0.200     9.771     3263.   -2.315  5.061  0.218  0.000  
 0.200     9.781     3263.   -2.315  5.061  0.218  0.000  
 0.200     9.790     3263.   -2.314  5.061  0.218  0.000  
 0.200     9.801     3263.   -2.314  5.061  0.218  0.000  
 0.200     9.809     3263.   -2.314  5.061  0.218  0.000  
 0.200     9.820     3263.   -2.314  5.060  0.218  0.000  
 0.200     9.830     3263.   -2.313  5.060  0.218  0.000  
 0.200     9.840     3263.   -2.313  5.060  0.218  0.000  
 0.200     9.850     3263.   -2.313  5.060  0.219  0.000  
 0.200     9.860     3263.   -2.312  5.059  0.219  0.000  
 0.200     9.871     3263.   -2.312  5.059  0.219  0.000  
 0.200     9.880     3263.   -2.312  5.059  0.219  0.000  
 0.200     9.891     3264.   -2.311  5.058  0.219  0.000  
 0.200     9.900     3264.   -2.311  5.058  0.219  0.000  
 0.200     9.910     3264.   -2.311  5.058  0.219  0.000  
 0.200     9.920     3264.   -2.310  5.057  0.219  0.000  
 0.200     9.930     3264.   -2.310  5.057  0.219  0.000  
 0.200     9.939     3264.   -2.310  5.057  0.219  0.000  
 0.200     9.950     3264.   -2.309  5.056  0.219  0.000  
 0.200     9.959     3264.   -2.309  5.056  0.219  0.000  
 0.200     9.970     3264.   -2.308  5.056  0.219  0.000  
 0.200     9.980     3264.   -2.308  5.055  0.220  0.000  
 0.200     9.990     3264.   -2.307  5.055  0.220  0.000  
 0.200    10.000     3265.   -2.307  5.055  0.220  0.000  
#
#------------------------------------------------------------
# M/Ms    log t(yr)  Teff      L/Ls    g    R/Rs   Li/Li0
#------------------------------------------------------------
 0.300     5.690     3460.   -0.199  3.224  2.215  1.000  
 0.300     5.700     3460.   -0.204  3.229  2.203  1.000  
 0.300     5.711     3460.   -0.210  3.234  2.189  1.000  
 0.300     5.719     3459.   -0.214  3.238  2.178  1.000  
 0.300     5.730     3459.   -0.220  3.245  2.163  1.000  
 0.300     5.740     3459.   -0.227  3.251  2.148  1.000  
 0.300     5.750     3458.   -0.233  3.257  2.132  1.000  
 0.300     5.760     3457.   -0.241  3.264  2.114  1.000  
 0.300     5.769     3457.   -0.249  3.272  2.096  1.000  
 0.300     5.780     3456.   -0.257  3.280  2.076  1.000  
 0.300     5.790     3455.   -0.266  3.289  2.056  1.000  
 0.300     5.799     3455.   -0.275  3.297  2.035  1.000  
 0.300     5.809     3454.   -0.285  3.307  2.013  1.000  
 0.300     5.819     3453.   -0.295  3.317  1.991  1.000  
 0.300     5.829     3452.   -0.306  3.327  1.967  1.000  
 0.300     5.840     3451.   -0.318  3.338  1.943  1.000  
 0.300     5.851     3450.   -0.329  3.349  1.919  1.000  
 0.300     5.863     3448.   -0.342  3.361  1.891  1.000  
 0.300     5.873     3447.   -0.352  3.370  1.871  1.000  
 0.300     5.882     3446.   -0.362  3.380  1.851  1.000  
 0.300     5.892     3445.   -0.372  3.389  1.831  1.000  
 0.300     5.902     3443.   -0.382  3.399  1.812  1.000  
 0.300     5.912     3442.   -0.392  3.408  1.792  1.000  
 0.300     5.922     3440.   -0.402  3.417  1.773  1.000  
 0.300     5.932     3439.   -0.412  3.427  1.754  1.000  
 0.300     5.942     3437.   -0.423  3.436  1.735  1.000  
 0.300     5.953     3436.   -0.433  3.445  1.717  1.000  
 0.300     5.963     3434.   -0.443  3.455  1.698  1.000  
 0.300     5.974     3432.   -0.453  3.464  1.680  1.000  
 0.300     5.984     3431.   -0.463  3.473  1.662  1.000  
 0.300     5.989     3430.   -0.469  3.478  1.653  1.000  
 0.300     6.000     3428.   -0.479  3.487  1.636  1.000  
 0.300     6.011     3426.   -0.489  3.497  1.618  1.000  
 0.300     6.022     3426.   -0.498  3.506  1.601  1.000  
 0.300     6.033     3427.   -0.507  3.515  1.584  1.000  
 0.300     6.044     3428.   -0.516  3.525  1.567  1.000  
 0.300     6.050     3428.   -0.520  3.529  1.559  1.000  
 0.300     6.061     3429.   -0.529  3.539  1.542  1.000  
 0.300     6.072     3430.   -0.538  3.548  1.525  1.000  
 0.300     6.083     3431.   -0.547  3.557  1.509  1.000  
 0.300     6.089     3431.   -0.552  3.562  1.501  1.000  
 0.300     6.100     3432.   -0.561  3.571  1.485  1.000  
 0.300     6.112     3432.   -0.570  3.580  1.469  1.000  
 0.300     6.123     3432.   -0.579  3.590  1.454  1.000  
 0.300     6.129     3432.   -0.584  3.594  1.446  1.000  
 0.300     6.141     3433.   -0.593  3.604  1.430  1.000  
 0.300     6.153     3433.   -0.602  3.613  1.415  1.000  
 0.300     6.164     3433.   -0.611  3.622  1.400  1.000  
 0.300     6.170     3433.   -0.616  3.627  1.393  1.000  
 0.300     6.182     3433.   -0.625  3.636  1.378  1.000  
 0.300     6.194     3433.   -0.635  3.646  1.363  1.000  
 0.300     6.200     3433.   -0.639  3.650  1.356  1.000  
 0.300     6.212     3433.   -0.649  3.660  1.341  1.000  
 0.300     6.224     3432.   -0.658  3.669  1.327  1.000  
 0.300     6.230     3432.   -0.663  3.674  1.320  1.000  
 0.300     6.242     3432.   -0.672  3.683  1.306  1.000  
 0.300     6.255     3431.   -0.682  3.692  1.292  1.000  
 0.300     6.261     3431.   -0.687  3.697  1.285  1.000  
 0.300     6.273     3430.   -0.697  3.706  1.271  1.000  
 0.300     6.279     3429.   -0.701  3.711  1.265  1.000  
 0.300     6.292     3429.   -0.711  3.720  1.251  1.000  
 0.300     6.304     3428.   -0.721  3.729  1.238  1.000  
 0.300     6.310     3427.   -0.726  3.734  1.231  1.000  
 0.300     6.323     3426.   -0.736  3.743  1.218  1.000  
 0.300     6.329     3425.   -0.741  3.748  1.212  1.000  
 0.300     6.342     3424.   -0.751  3.757  1.199  1.000  
 0.300     6.354     3423.   -0.761  3.766  1.186  1.000  
 0.300     6.361     3422.   -0.766  3.771  1.180  1.000  
 0.300     6.373     3420.   -0.776  3.780  1.167  1.000  
 0.300     6.380     3419.   -0.781  3.785  1.161  1.000  
 0.300     6.392     3418.   -0.791  3.794  1.149  1.000  
 0.300     6.405     3416.   -0.801  3.803  1.137  1.000  
 0.300     6.411     3415.   -0.806  3.808  1.131  1.000  
 0.300     6.424     3413.   -0.816  3.817  1.119  1.000  
 0.300     6.431     3412.   -0.821  3.822  1.113  1.000  
 0.300     6.444     3411.   -0.831  3.831  1.101  1.000  
 0.300     6.450     3409.   -0.836  3.836  1.095  1.000  
 0.300     6.463     3408.   -0.847  3.845  1.084  1.000  
 0.300     6.470     3407.   -0.852  3.849  1.078  1.000  
 0.300     6.483     3404.   -0.862  3.859  1.067  1.000  
 0.300     6.489     3403.   -0.867  3.863  1.061  1.000  
 0.300     6.502     3401.   -0.877  3.873  1.050  1.000  
 0.300     6.516     3399.   -0.888  3.882  1.039  1.000  
 0.300     6.522     3399.   -0.893  3.886  1.033  1.000  
 0.300     6.536     3397.   -0.903  3.896  1.022  1.000  
 0.300     6.542     3396.   -0.908  3.900  1.017  1.000  
 0.300     6.556     3394.   -0.918  3.909  1.006  1.000  
 0.300     6.562     3394.   -0.923  3.914  1.001  1.000  
 0.300     6.569     3393.   -0.928  3.919  0.995  1.000  
 0.300     6.582     3391.   -0.938  3.928  0.985  1.000  
 0.300     6.589     3390.   -0.943  3.933  0.980  1.000  
 0.300     6.603     3389.   -0.953  3.942  0.969  1.000  
 0.300     6.610     3388.   -0.958  3.946  0.964  1.000  
 0.300     6.623     3386.   -0.968  3.956  0.954  1.000  
 0.300     6.630     3386.   -0.973  3.960  0.949  1.000  
 0.300     6.644     3384.   -0.983  3.970  0.939  1.000  
 0.300     6.651     3384.   -0.988  3.974  0.934  1.000  
 0.300     6.665     3382.   -0.998  3.984  0.924  1.000  
 0.300     6.671     3382.   -1.003  3.988  0.919  1.000  
 0.300     6.685     3380.   -1.013  3.998  0.909  1.000  
 0.300     6.692     3380.   -1.018  4.002  0.904  1.000  
 0.300     6.699     3379.   -1.023  4.007  0.899  1.000  
 0.300     6.713     3378.   -1.033  4.016  0.890  1.000  
 0.300     6.720     3377.   -1.038  4.021  0.885  1.000  
